id,name,instructions,description,ingredients,cuisine,warmth,tags,prep_time,cook_time,total_time,image_url,ingredient_names
367,Roladki z jagodami i migdałami w kształcie półksiężyca,"1. Rozgrzej piekarnik do 100 stopni F i wyłóż dużą blachę do pieczenia papierem pergaminowym lub silikonową matą do pieczenia. Odstawić. W misie miksera stacjonarnego z zamontowaną nasadką do mieszania łopatek (można użyć ręcznego miksera elektrycznego) wymieszaj serek śmietankowy, dżem jagodowy, 2 łyżki cukru pudru, mąkę, sól i łyżeczkę ekstraktu migdałowego.
2. Mieszaj do uzyskania gładkiej masy, około 30 sekund. Odłożyć na bok.
3. Połóż półksiężyce na dużej powierzchni roboczej. Weź około łyżki mieszanki serka śmietankowego i nałóż ją na szeroki koniec każdej bułki w kształcie półksiężyca.
4. Zwiń je, aż wąski koniec zostanie zamknięty pod spodem.
5. Przełożyć je na przygotowaną blachę i posmarować rozmąconym jajkiem.
6. Posyp cukrem turbinado.
7. Włóż bułeczki w kształcie półksiężyca do piekarnika i piecz przez 13-15 minut lub do momentu, aż będą puszyste i złociste.
8. Zdjąć z ognia i przełożyć na metalową kratkę do ostygnięcia. Podczas gdy bułeczki w kształcie półksiężyca ostygną, przygotuj glazurę. W średniej misce wymieszaj pozostałą szklankę cukru pudru, pozostałą łyżeczkę ekstraktu migdałowego i mleko.
9. Ubijaj, aż będzie gładka. Dopraw do smaku, dodając szczyptę soli morskiej, jeśli uznasz, że lukier jest za słodki.
10. Posmaruj glazurą lekko przestudzone bułeczki w kształcie półksiężyca i natychmiast podawaj. Cieszyć się!","Jeśli masz około <b>30 minut</b> do spędzenia w kuchni, bułki z jagodami i migdałami w kształcie półksiężyca mogą być świetnym przepisem na <b>lakto ovo wegetariańskie</b>, które warto wypróbować. Jedna porcja tego dania zawiera około <b>3g białka</b>, <b>12g tłuszczu</b> i łącznie <b>183 kalorie</b>. Za <b>1,18 USD za porcję</b> ten przepis <b>pokrywa 2%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Ten przepis służy 8 osobom. 122 osoby przygotowały ten przepis i zrobią go ponownie. Mieszanka jajka, mleka, f","[{""name"": ""ekstrakt migdałowy"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""dżem jagodowy"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""ser topiony"", ""unit"": ""g"", ""amount"": 113.398}, {""name"": ""zwykłe bułki półksiężycowe"", ""unit"": ""puszka"", ""amount"": 1}, {""name"": ""jajko"", ""unit"": """", ""amount"": 1}, {""name"": ""woda"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""mąka"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""mleko"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""sól morska"", ""unit"": ""szczypta"", ""amount"": 1}, {""name"": ""cukier cukierniczy"", ""unit"": ""ml"", ""amount"": 121.333}, {""name"": ""cukier cukierniczy"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""cukier turbinado"", ""unit"": ""łyżka"", ""amount"": 1}]",Międzynarodowa,True,"[""bread"",""lacto ovo vegetarian""]",,,30,https://img.spoonacular.com/recipes/721059-312x231.jpg,"['ser topiony', 'ekstrakt migdałowy', 'jajko', 'woda', 'sól morska', 'cukier cukierniczy', 'mąka', 'mleko', 'zwykłe bułki półksiężycowe', 'dżem jagodowy', 'cukier turbinado']"
368,Trufle z ciemnej czekolady orzechowej,"1. Grubo posiekaj orzechy włoskie (lub wrzuć je do robota kuchennego, uważając, aby przypadkowo nie zmielić ich zbyt drobno). Rozpuść 70% ciemnej czekolady i masło na podwójnym kotle.
2. Przed dodaniem Dulce de Leche poczekaj, aż trochę ostygnie.
3. Dobrze wymieszaj. Dodaj suszone owoce i 2/3 grubo posiekanych orzechów włoskich. dobrze połączyć.
4. Włóż mieszankę do lodówki na 15 minut lub do momentu, aż nieco stwardnieje. Dłońmi uformuj kulkę wielkości kęsa. Posypujemy pozostałymi grubo posiekanymi orzechami włoskimi i układamy na blaszce wyłożonej papierem do pieczenia. Czynność powtarzaj aż do wykorzystania całej mieszanki truflowej. Schładzaj w lodówce przez 1 godzinę.
5. Trufle przełożyć do szczelnego pojemnika i przed podaniem przechowywać w lodówce.","Trufle z ciemnej czekolady orzechowej to <b>bezglutenowa i wegetariańska lakto ovo</b> przekąska. Ten przepis służy 20 osobom. Jedna porcja tego dania zawiera około <b>2 g białka</b>, <b>12 g tłuszczu</b> i łącznie <b>139 kalorii</b>. Za <b>64 centy za porcję</b> ten przepis <b>pokrywa 4%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Udaj się do sklepu i kup orzechy włoskie, rodzynki, masło i kilka innych rzeczy, które przygotujesz dzisiaj. Ten przepis przypadł do gustu 1 smakoszom i kucharzom. Ten rec","[{""name"": ""orzechy włoskie"", ""unit"": ""g"", ""amount"": 198.447}, {""name"": ""czekolada"", ""unit"": ""g"", ""amount"": 150.252}, {""name"": ""masło"", ""unit"": ""g"", ""amount"": 56.699}, {""name"": ""dulce de leche"", ""unit"": ""g"", ""amount"": 300.505}, {""name"": ""rodzynki"", ""unit"": ""g"", ""amount"": 28.35}, {""name"": ""żurawiny"", ""unit"": ""g"", ""amount"": 28.35}]",indyjski,True,"[""gluten free"",""lacto ovo vegetarian"",""antipasto"",""snack"",""starter"",""hor d'oeuvre"",""appetizer"",""antipasti""]",,,30,https://img.spoonacular.com/recipes/1096003-312x231.jpg,"['dulce de leche', 'czekolada', 'żurawiny', 'rodzynki', 'masło', 'orzechy włoskie']"
369,Bez pieczenia ciasteczek,"1. Do rondelka na średnim ogniu dodać masło, kakao, mleko, cukier i wymieszać. Zwiększ nieco ogień, aby wszystko się zagotowało, a następnie gotuj przez 1 minutę, od czasu do czasu mieszając.
2. Zdejmij z ognia i dodaj masło orzechowe, płatki owsiane, wanilię i sól. Mieszaj, aż wszystko się dobrze wymiesza. Wyłóż kilka arkuszy ciasteczek, łyżką i łyżką na arkuszach, aby ostygły. Użyj łyżki, aby uzyskać ciastko o idealnej wielkości. Po ułożeniu ich wszystkich na arkuszach pozostaw je do ostygnięcia na około 30 minut lub do momentu stwardnienia.","Jeśli masz około <b>10 minut</b> do spędzenia w kuchni, ciasteczka bez pieczenia mogą być super <b>bezglutenowym i lakto ovo wegetariańskim przepisem do wypróbowania. Ten przepis zawiera 36 porcji i kosztuje 13 centów za porcję. Ten deser ma <b>134 kalorie</b>, <b>3 g białka</b> i <b>7 g tłuszczu</b> na porcję. 1 osoba przygotowała ten przepis i zrobi go jeszcze raz. Mieszanka ekstraktu waniliowego, płatków owsianych, mleka i kilku innych składników wystarczy, aby ten przepis był tak pyszny. To","[{""name"": ""pieczenie kakao"", ""unit"": ""łyżki"", ""amount"": 4}, {""name"": ""gładkie masło orzechowe"", ""unit"": ""g"", ""amount"": 258}, {""name"": ""sól koszerna"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""mleko"", ""unit"": ""ml"", ""amount"": 122}, {""name"": ""owies owies"", ""unit"": ""g"", ""amount"": 202.703}, {""name"": ""cukier"", ""unit"": ""g"", ""amount"": 400}, {""name"": ""masło"", ""unit"": ""stick"", ""amount"": 1}, {""name"": ""ekstrakt waniliowy"", ""unit"": ""łyżka"", ""amount"": 1}]",Międzynarodowa,True,"[""gluten free"",""dessert"",""lacto ovo vegetarian""]",,,10,https://img.spoonacular.com/recipes/673442-312x231.jpg,"['sól koszerna', 'cukier', 'pieczenie kakao', 'gładkie masło orzechowe', 'mleko', 'ekstrakt waniliowy', 'owies owies', 'masło']"
370,Lemoniada Arbuzowa Z Rozmarynem,"1. Aby przygotować prosty syrop, po prostu wymieszaj w garnku 1 szkl. wody i 1 szkl. granulowanego cukru i poczekaj, aż cały cukier się rozpuści.
2. Przełożyć do pojemnika i schłodzić w lodówce. Potrwa to od dwóch do trzech tygodni.
3. Do blendera włóż około 1 szklanki posiekanego arbuza. Uznałem, że należy je ostrożnie docisnąć drewnianą łyżką, tak aby wszystkie kawałki dotykały ostrza tnącego. Mieszaj, aż będzie gładka.
4. Złapałam też z ogrodu gałązkę świeżego rozmarynu, usunęłam kilka igieł i połamałam je ręcznie. Myślę, że było to około 1/4 łyżeczki.
5. W szklance połącz wszystkie składniki, wymieszaj, udekoruj małymi plasterkami arbuza i cytryny i ciesz się smakiem!","Lemoniada arbuzowa z rozmarynem wymaga około <b>3 minut</b> od początku do końca. Na porcję ten napój ma <b>102 kalorie</b>, <b>1 g białka</b> i <b>0 g tłuszczu</b>. Za <b>80 centów za porcję</b> ten przepis <b>pokrywa 4%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Ten przepis przeznaczony jest dla 1 osób. Został dostarczony przez użytkownika łyżki <a href=""/profile/maplewoodroad"">maplewoodroad</a>. Będzie hitem na Twoim <b>letnim</b> wydarzeniu. Jeśli masz rozmaryn, syrop cukrowy, wodę","[{""name"": ""sok z cytryny"", ""unit"": ""ml"", ""amount"": 61}, {""name"": ""prosty syrop"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""woda"", ""unit"": ""ml"", ""amount"": 118.294}, {""name"": ""arbuz"", ""unit"": ""g"", ""amount"": 114}, {""name"": ""rozmaryn"", ""unit"": ""łyżeczki"", ""amount"": 0.25}, {""name"": ""kostki lodu"", ""unit"": ""porcja"", ""amount"": 1}]",Międzynarodowa,True,"[""gluten free"",""lacto ovo vegetarian"",""beverage"",""drink"",""vegan"",""dairy free""]",,,3,https://img.spoonacular.com/recipes/1697631-312x231.jpg,"['kostki lodu', 'rozmaryn', 'arbuz', 'woda', 'prosty syrop', 'sok z cytryny']"
371,Domowy sos Yum Yum,"1. Dodaj wszystkie składniki do średniej wielkości miski miksującej. Za pomocą trzepaczki drucianej zmieszaj majonez, ketchup, czosnek w proszku, paprykę, pieprz cayenne, Mirin, ocet ryżowy i wodę. Przechowywać w lodówce przez dzień lub dwa, aby przyprawy się połączyły. Możesz także podać ten przepis na sos Yum Yum od razu.","Przepis na domowy sos Yum Yum można przygotować <b>w około 5 minut</b>. Jedna porcja zawiera <b>140 kalorii</b>, <b>0 g białka</b> i <b>14 g tłuszczu</b>. Ten przepis służy 6 osobom. Za <b>18 centów za porcję</b> ten przepis <b>pokrywa 2%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Ten przepis z Pink When wymaga majonezu, ketchupu, octu ryżowego i proszku czosnkowego. 1 osoba była pod wrażeniem tego przepisu. Świetnie sprawdza się jako sos. Jest to dobra opcja, jeśli podążasz za <b>","[{""name"": ""majonez"", ""unit"": ""ml"", ""amount"": 112}, {""name"": ""ketchup"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""ocet ryżowy"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""mirin"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""proszek czosnkowy"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""papryka"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""papryka ostra"", ""unit"": ""szczypta"", ""amount"": 1}, {""name"": ""woda"", ""unit"": ""łyżka"", ""amount"": 1}]",Międzynarodowa,True,"[""gluten free"",""dairy free"",""lacto ovo vegetarian"",""sauce""]",,,5,https://img.spoonacular.com/recipes/1439063-312x231.jpg,"['papryka ostra', 'proszek czosnkowy', 'ketchup', 'mirin', 'woda', 'ocet ryżowy', 'papryka', 'majonez']"
372,Przystawki z sałatką Caprese,"1. Przekrój pomidory na pół tak prosto, jak to możliwe.
2. Połóż wszystkie pomidory na desce do krojenia, przecięciem do dołu. Włóż wykałaczkę w połowę pomidora i wsuń ją w górę wykałaczki. Nabij kulkę mozzarelli i wsuń ją po wykałaczce, aż dotknie pomidora.
3. Na patyku nałóż jeden mały listek bazylii (lub połowę dużego listka). Następnie, gdy pomidor spoczywa na desce do krojenia, przecięciem w dół, włóż wykałaczkę możliwie prosto w pomidora, tak aby pomidor stanowił podstawę dla pozostałej części wykałaczki.
4. Posyp solą i pieprzem.
5. Skropić octem balsamicznym.
6. Podawać na zimno.","Przystawki z sałatką Caprese mogą być właśnie <b>bezglutenowym, wegetariańskim i pierwotnym</b> przepisem, którego szukasz. Ten przepis przeznaczony jest dla 8 osób i kosztuje 82 centy za porcję. Jedna porcja tego dania zawiera około <b>5 g białka</b>, <b>6 g tłuszczu</b> i łącznie <b>87 kalorii</b>. 1 osoba wypróbowała i polubiła ten przepis. Niewielu osobom naprawdę podobał się ten hor d'oeuvre. Udaj się do sklepu i kup ocet balsamiczny, kulki mozzarelli, liście bazylii i kilka innych rzeczy do zrobienia","[{""name"": ""pomidory winogronowe"", ""unit"": """", ""amount"": 8}, {""name"": ""kulki mozzarelli"", ""unit"": """", ""amount"": 8}, {""name"": ""liście bazylii"", ""unit"": """", ""amount"": 8}, {""name"": ""sól i pieprz"", ""unit"": ""porcje"", ""amount"": 8}, {""name"": ""ocet balsamiczny"", ""unit"": ""porcje"", ""amount"": 8}]",śródziemnomorski,False,"[""gluten free"",""side dish"",""lacto ovo vegetarian"",""antipasto"",""snack"",""starter"",""salad"",""hor d'oeuvre"",""appetizer"",""antipasti"",""primal""]",,,15,https://img.spoonacular.com/recipes/1096288-312x231.jpg,"['sól i pieprz', 'liście bazylii', 'pomidory winogronowe', 'ocet balsamiczny', 'kulki mozzarelli']"
373,Łatwe domowe placuszki z jabłkami,"1. Połącz mąkę, cukier, sól, proszek do pieczenia, cynamon. Mieszaj mleko i jajko, aż się połączą. Włóż jabłko.
2. Wlej olej na patelnię tak, aby miała około 1 1/2 głębokości.
3. Rozgrzej olej na wysokim poziomie. Olej jest gotowy, gdy wrzucona do niego odrobina ciasta wypłynie na wierzch. Ostrożnie dodawaj ciasto do oleju czubatymi łyżeczkami. Smażyć do zrumienienia, około 2 minut, a następnie odwrócić. Smaż kolejne 1-2 minuty, aż obie strony się zarumienią.
4. Przenieś na chwilę na ręczniki papierowe, aby wchłonęły nadmiar oleju, a następnie przenieś na kratkę do studzenia. Zrób lukier, mieszając mleko i cukier puder w małej misce.
5. Posmaruj placki jabłkowe. Poczekaj około 3 minut, aż lukier stwardnieje, następnie przewróć placki i posmaruj glazurą drugą stronę. Najlepiej podawać na ciepło.","Łatwe domowe placki jabłkowe mogą być śniadaniem, którego szukasz. Jedna porcja tego dania zawiera około <b>2g białka</b>, <b>1g tłuszczu</b> i łącznie <b>148 kalorii</b>. Ten przepis jest przeznaczony dla 12 osób i kosztuje 16 centów za porcję. Jeśli masz pod ręką jajko, jabłko, cukier i kilka innych składników, możesz to zrobić. Ten przepis zachwycił 1334 osoby. Jest dostarczany przez przepis-of-today.blogspot.com. Od przygotowania do talerza, ten przepis zajmuje około <b>3","[{""name"": ""mąka uniwersalna"", ""unit"": ""g"", ""amount"": 125}, {""name"": ""jabłko"", ""unit"": ""g"", ""amount"": 125}, {""name"": ""proszek do pieczenia"", ""unit"": ""łyżeczki"", ""amount"": 1.5}, {""name"": ""cynamon"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""jajko"", ""unit"": """", ""amount"": 1}, {""name"": ""mleko"", ""unit"": ""ml"", ""amount"": 81.333}, {""name"": ""mleko"", ""unit"": ""łyżki"", ""amount"": 1.5}, {""name"": ""cukier puder"", ""unit"": ""g"", ""amount"": 240}, {""name"": ""sól"", ""unit"": ""łyżeczki"", ""amount"": 0.75}, {""name"": ""cukier"", ""unit"": ""g"", ""amount"": 50}]",Międzynarodowa,True,"[""breakfast"",""morning meal"",""lacto ovo vegetarian"",""brunch""]",,,30,https://img.spoonacular.com/recipes/775666-312x231.jpg,"['jabłko', 'proszek do pieczenia', 'cukier', 'cukier puder', 'jajko', 'mąka uniwersalna', 'sól', 'mleko', 'cynamon']"
374,Ciasto Czekoladowe w Kubku,"1. W kubku o pojemności 12 uncji, który można używać w kuchence mikrofalowej, rozpuść masło w kuchence mikrofalowej przez około 30 sekund.
2. Następnie wbij jajko do kubka wraz z mlekiem i ekstraktem waniliowym.
3. Całość wymieszaj widelcem.
4. W osobnej misce wymieszaj wszystkie suche składniki, aż zostaną dobrze wymieszane.
5. Do kubka wsypujemy suche składniki i mieszamy wszystko widelcem, aż wszystkie składniki dobrze się połączą.
6. Mikrofalówka przez 90 sekund. Ciasto będzie rosło i rozszerzało się podczas gotowania, a następnie osiadało podczas chłodzenia. Wierzch ciasta powinien być wilgotny w dotyku. 
7. Podawaj na ciepło, ale poczekaj kilka minut, aż ostygnie, zanim zaczniesz się nim delektować.","Jeśli chcesz dodać więcej przepisów na <b>lakto ovo wegetariańskie</b> do swojego repertuaru, przepisem, który powinieneś wypróbować, może być Ciasto Czekoladowe w Kubku. Ten przepis jest przeznaczony dla 1 osoby i kosztuje 79 centów za porcję. Ten deser ma <b>441 kalorii</b>, <b>11 g białka</b> i <b>19 g tłuszczu</b> na porcję. Ten przepis od użytkownika łyżki <a href=""/profile/maplewoodroad"">maplewoodroad</a> wymaga masła, cukru granulowanego, kakao w proszku i ekstraktu waniliowego. Od przygotowania do talerza ten przepis zajmuje około <b","[{""name"": ""masło"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""jajko"", ""unit"": ""duża sztuka"", ""amount"": 1}, {""name"": ""mleko"", ""unit"": ""łyżki"", ""amount"": 3}, {""name"": ""ekstrakt waniliowy"", ""unit"": ""łyżeczki"", ""amount"": 0.25}, {""name"": ""mąka"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""cukier granulowany"", ""unit"": ""łyżki"", ""amount"": 4}, {""name"": ""kakao w proszku"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""proszek do pieczenia"", ""unit"": ""łyżeczki"", ""amount"": 0.25}]",Międzynarodowa,True,"[""dessert"",""lacto ovo vegetarian""]",,,4,https://img.spoonacular.com/recipes/1697661-312x231.jpg,"['proszek do pieczenia', 'cukier granulowany', 'jajko', 'kakao w proszku', 'mąka', 'mleko', 'ekstrakt waniliowy', 'masło']"
375,Zdrowy koktajl mleczny z limonką,"1. Połącz wszystkie składniki w blenderze i zmiksuj na gładką masę
2. Posmaruj bitą śmietaną na bazie soi lub nabiału, posyp dodatkowymi krakersami graham i udekoruj plasterkiem limonki.","Koktajl mleczny Healthy Key Lime Pie może być właśnie napojem, którego szukasz. Ten przepis służy 4 osobom. Jedna porcja tego dania zawiera około <b>1 g białka</b>, <b>11 g tłuszczu</b> i łącznie <b>160 kalorii</b>. Za <b>71 centów za porcję</b> ten przepis <b>pokrywa 2%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Od przygotowania do talerza ten przepis zajmuje około <b>15 minut</b>. Mieszanka ekstraktu waniliowego, kostek lodu, soku z limonki i garści innych składników","[{""name"": ""syrop z agawy"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""banan"", ""unit"": """", ""amount"": 1}, {""name"": ""olej kokosowy"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""okruszki krakersów graham"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""kostki lodu"", ""unit"": ""porcje"", ""amount"": 4}, {""name"": ""mleko kokosowe"", ""unit"": ""ml"", ""amount"": 200}, {""name"": ""sok z limonki"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""skórka z limonki"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""ekstrakt waniliowy"", ""unit"": ""łyżeczka"", ""amount"": 1}]",Międzynarodowa,True,"[""dessert"",""lacto ovo vegetarian"",""beverage"",""drink"",""vegan"",""dairy free""]",,,15,https://img.spoonacular.com/recipes/646486-312x231.jpg,"['kostki lodu', 'banan', 'mleko kokosowe', 'sok z limonki', 'okruszki krakersów graham', 'ekstrakt waniliowy', 'olej kokosowy', 'syrop z agawy', 'skórka z limonki']"
376,Klasyczna Margarita,1. W shakerze połącz wszystkie składniki z lodem i energicznie wstrząśnij. Przecedzić do szklanki z kieliszkiem z solą. Nie ma potrzeby dekorowania.,"Przepisów na napoje nigdy za wiele, więc wypróbuj Klasyczny Margaritan. Obserwujesz swoją sylwetkę? Ten bezglutenowy, bezmleczny, lakto ovo wegetariański i przyjazny dla diety przepis zawiera <b>147 kalorii</b>, <b>0 g białka</b> i <b>0 g tłuszczu</b> na porcję. Ten przepis służy 1 osobie. Za <b>2,8 USD za porcję</b> ten przepis <b>pokrywa 1%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. 1 osoba była pod wrażeniem tego przepisu. Ten przepis z Foodista wymaga lodu, soku z limonki, syropu cukrowego,","[{""name"": ""lód"", ""unit"": ""porcja"", ""amount"": 1}, {""name"": ""sok z limonki"", ""unit"": ""g"", ""amount"": 28.35}, {""name"": ""prosty syrop"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""tequila"", ""unit"": ""g"", ""amount"": 56.699}, {""name"": ""cointreau"", ""unit"": ""g"", ""amount"": 28.35}, {""name"": ""cointreau"", ""unit"": ""g"", ""amount"": 28.35}]",Międzynarodowa,True,"[""gluten free"",""lacto ovo vegetarian"",""fodmap friendly"",""beverage"",""drink"",""vegan"",""dairy free""]",,,5,https://img.spoonacular.com/recipes/639614-312x231.jpg,"['tequila', 'sok z limonki', 'cointreau', 'prosty syrop', 'lód']"
377,Awokado Sweet Lassi - Jak zrobić Awokado Lassi - Indyjskie Awokado,"1. Do blendera włóż awokado, jogurt, kardamon w proszku i cukier i zmiksuj na kremową masę.
2. Dodaj wodę i mieszaj, aż składniki dobrze się połączą.
3. Jeśli zależy Ci na rzadkiej konsystencji, dostosuj ilość wody.
4. Przelać do szklanek i dodać kostki lodu.
5. Podawać schłodzone.","Awokado Sweet Lassi - Jak zrobić Awokado Lassi - Indyjskie Awokado to napój <b>bezglutenowy i lakto ovo wegetariański</b>. Jedna porcja tego dania zawiera około <b>2 g białka</b>, <b>5 g tłuszczu</b> i łącznie <b>81 kalorii</b>. Ten przepis służy 6 osobom. Za <b>48 centów za porcję</b> ten przepis <b>pokrywa 3%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Od przygotowania do talerza ten przepis zajmuje około <b>5 minut</b>. To <b>tani</b> przepis dla fanów indyjskiego fo","[{""name"": ""awokado"", ""unit"": ""ml"", ""amount"": 150}, {""name"": ""jogurt"", ""unit"": ""ml"", ""amount"": 245}, {""name"": ""proszek kardamonu"", ""unit"": ""łyżeczki"", ""amount"": 0.25}, {""name"": ""cukier"", ""unit"": ""łyżki"", ""amount"": 2}]",indyjski,True,"[""drink"",""beverage"",""gluten free"",""lacto ovo vegetarian""]",,,5,https://img.spoonacular.com/recipes/1681409-312x231.jpg,"['jogurt', 'awokado', 'cukier', 'proszek kardamonu']"
378,Oficjalne babeczki z okazji Narodowego Dnia Hotdoga,"1. Upiecz babeczki zgodnie ze wskazówkami na opakowaniu lub przepisem i poczekaj, aż całkowicie ostygną. W mikserze ubijaj cukier, masło, mleko i wanilię na średnich obrotach i stopniowo zwiększaj je do wysokich. Ubijaj, aż powstanie półsztywna konsystencja. Każdą z babeczek zamroź w torebce do lukrowania. Wyłóż blachę do pieczenia papierem woskowanym i zacznij wałkować kremówkę na małe kulki o średnicy 1/4 cala. Następnie zwiń je w cylindry z zaokrąglonymi końcami – to będą twoje „hot dogi”. Zacznij ugniatać każdy karmelowy cukierek i spłaszcz każdy tak, aby miał średnicę 1 cala – będzie działać jak „bułka do hot doga”. Następnie umieść „hot doga” pośrodku spłaszczonego karmelowego cukierka i zawiń go, aby wyglądał jak hot dog. Udekoruj wierzch czerwonym i żółtym lukrem, aby wyglądał jak ketchup i musztarda i połóż na wierzchu każdej babeczki.
2. Podawaj na wesołej letniej imprezie i ciesz się smakiem!","Zapomnij o wychodzeniu na miasto i zamawianiu jedzenia na wynos za każdym razem, gdy masz ochotę na amerykańskie jedzenie. Spróbuj przygotować w domu oficjalne babeczki z okazji Narodowego Dnia Hotdoga. Jedna porcja zawiera <b>206 kalorii</b>, <b>1 g białka</b> i <b>9 g tłuszczu</b>. Ten przepis jest przeznaczony dla 12 osób i kosztuje 37 centów za porcję. 1 osoba była zadowolona, ​​że ​​wypróbowała ten przepis. Jest dostarczany przez Pink When. Od przygotowania do talerza ten przepis zajmuje około <b>15 minut</b>. Jeśli masz brązowy fondant, ekstrakt waniliowy, sug cukierniczy","[{""name"": ""brązowy fondant"", ""unit"": ""g"", ""amount"": 56.699}, {""name"": ""masło"", ""unit"": ""g"", ""amount"": 113.5}, {""name"": ""cukierki karmelowe"", ""unit"": """", ""amount"": 12}, {""name"": ""cukier cukierniczy"", ""unit"": ""g"", ""amount"": 240}, {""name"": ""mleko"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""babeczki waniliowe"", ""unit"": """", ""amount"": 12}, {""name"": ""ekstrakt waniliowy"", ""unit"": ""łyżeczka"", ""amount"": 1}]",amerykański,True,"[""gluten free"",""dessert"",""lacto ovo vegetarian""]",,,15,https://img.spoonacular.com/recipes/1017375-312x231.jpg,"['cukier cukierniczy', 'mleko', 'brązowy fondant', 'ekstrakt waniliowy', 'masło', 'babeczki waniliowe', 'cukierki karmelowe']"
379,Jabłkowy Cydr Miodowy Jack Martini,"1. Połącz miód Jack Daniel's Tennessee, cytrynę i cydr w shakerze ze szczyptą cynamonu.
2. Dodaj lód i wstrząśnij. Kieliszek do martini posyp mieszanką mielonego cynamonu i &amp; granulowany cukier, a następnie udekoruj plasterkami jabłka.","Jeśli masz około <b>5 minut</b> do spędzenia w kuchni, Apple Cider Honey Jack Martini może być niesamowitym przepisem <b>bezmlecznym, lakto ovo wegetariańskim i wegańskim</b> do wypróbowania. Z tego przepisu składa się 1 porcja zawierająca <b>196 kalorii</b>, <b>0 g białka</b> i <b>0 g tłuszczu</b> każda. Za <b>2,58 USD za porcję</b> ten przepis <b>pokrywa 3%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Tylko kilka osób przygotowało ten przepis i 1 powiedziałbym, że był strzałem w dziesiątkę. Jest dostarczany przez Foodista. A","[{""name"": ""miód z tennessee"", ""unit"": ""g"", ""amount"": 56.699}, {""name"": ""niefiltrowany cydr jabłkowy"", ""unit"": ""g"", ""amount"": 28.35}, {""name"": ""cytrynowy"", ""unit"": ""g"", ""amount"": 14.175}, {""name"": ""mielony cynamon"", ""unit"": ""porcja"", ""amount"": 1}, {""name"": ""jabłka"", ""unit"": ""porcja"", ""amount"": 1}]",Międzynarodowa,True,"[""lacto ovo vegetarian"",""beverage"",""drink"",""vegan"",""dairy free""]",,,5,https://img.spoonacular.com/recipes/1095759-312x231.jpg,"['mielony cynamon', 'jabłka', 'niefiltrowany cydr jabłkowy', 'cytrynowy', 'miód z tennessee']"
